lang,tag,key,value,title,tgroup,has_templ,parsed,redirect_target,description,image,osmcarto_rendering,on_node,on_way,on_area,on_relation,tags_implies,tags_combination,tags_linked,status,approval_status,statuslink,wikidata
en,barrier=retaining_wall,barrier,retaining_wall,Tag:barrier=retaining_wall,barriers,1,1,,"A structure that holds back soil or rock from a building, structure or area.",File:Retaining wall.png,File:Barrier fence mapnik.png,0,1,0,0,,,"barrier=retaining_wall,cutting,cycleway:left=lane,height,man_made=embankment,material,natural=cliff,oneway=yes",t,approved,Proposal:Barriers,
en,barrier=rope,barrier,rope,Tag:barrier=rope,barriers,1,1,,A flexible barrier made of rope.,File:Black Red Gold Rope at German Bundestag in Berlin 2010.jpg,,1,1,0,0,,"access,wheelchair","access,barrier=chain,barrier=rope,wheelchair",t,approved,Proposal:New barrier types,
en,barrier=sally_port,barrier,sally_port,Tag:barrier=sally_port,barriers,1,1,,"A secure, controlled entryway to a fortification or prison.",File:Sozopol Fortress 7.JPG,,1,0,0,0,,,barrier=sally_port,t,approved,Proposal:Barriers,
en,barrier=spikes,barrier,spikes,Tag:barrier=spikes,barriers,1,1,,Spikes on the ground preventing unauthorized access.,File:Parking strip.jpg,,1,0,0,0,,access,"access,barrier=spikes",t,approved,Proposal:New barrier types,
en,barrier=stile,barrier,stile,Tag:barrier=stile,barriers,1,1,,"A structure which provides people a passage through or over a boundary via steps, ladders or narrow gaps.",File:KentStile.jpg,File:Barrier stile-14.svg,1,0,0,0,,,"area=yes,barrier,barrier=full-height_turnstile,barrier=gate,barrier=hedge,barrier=horse_stile,barrier=stile,barrier=turnstile,dog_gate=yes,material,material=bamboo,material=metal,material=stone,material=wood,step_count,step_count=1,step_count=4,step_count=5,stepover=crossbar,stile=clapper,stile=ladder,stile=pinchpoint,stile=ramblers_gate,stile=squeezer,stile=stepover",t,approved,Proposal:Barriers,
en,barrier=swing_gate,barrier,swing_gate,Tag:barrier=swing_gate,barriers,1,1,,A gate consisting of a bar or pole pivoted (rotates sidewards to open) in such a way as to allow the boom to block vehicular access through a controlled point.,File:Swing gate.jpg,File:Liftgate-7.svg,1,0,0,0,,locked,"access,barrier=bar,barrier=gate,barrier=lift_gate,barrier=swing_gate,locked,material,swing_gate:type",t,approved,Proposal:New barrier types,
en,barrier=toll_booth,barrier,toll_booth,Tag:barrier=toll_booth,barriers,1,1,,A place where a road usage toll or fee is collected.,File:Dartford Crossing Toll.jpg,File:Toll booth.svg,1,0,1,0,,,"amenity=ticket_booth,barrier=lift_gate,barrier=toll_booth,fee=yes,highway,highway=toll_gantry,toll,toll=yes",t,approved,Proposal:Barriers,
en,barrier=turnstile,barrier,turnstile,Tag:barrier=turnstile,barriers,1,1,,"A turnstile, a passage on foot designed to allow one person at a time to pass",File:Stiegel Altebruecke-Marienheim03.jpg,File:Barrier.svg,1,0,0,0,,,"amenity=ticket_validator,barrier=full-height_turnstile,barrier=stile,barrier=turnstile,oneway",t,approved,Proposal:New barrier types,
en,barrier=wall,barrier,wall,Tag:barrier=wall,barriers,1,1,,"A freestanding structure, designed to restrict or prevent movement across a boundary, typically made from solid brick, concrete or rocks, and almost always built so that it is opaque to vision.",File:Dscf0590-800.jpg,File:Barrier fence mapnik.png,0,1,1,0,,"height,material,wall,width","area=yes,barrier=city_wall,barrier=entrance,barrier=fence,barrier=gate,barrier=retaining_wall,barrier=wall,colour,est_width,height,heritage,historic=wall,material,min_height,wall,wall=no,width",t,approved,Proposal:Barriers,
en,basin=detention,basin,detention,Tag:basin=detention,,1,1,,A detention basin catches storm water and allows it to drain slowly into natural waterways.,File:Dry pond.jpg,,0,0,1,0,,,"basin=detention,basin=infiltration,basin=retention,landuse=basin,natural=water,water=basin",t,de facto,,
en,basin=evaporation,basin,evaporation,Tag:basin=evaporation,,1,1,,A basin used to evaporate water.,File:Leachate Pond.JPG,,0,0,1,0,,,"basin=evaporation,landuse=basin,landuse=salt_pond,man_made=tailings_pond,natural=water,water=basin",t,approved,Proposed_features/Evaporation_basin,
en,basin=infiltration,basin,infiltration,Tag:basin=infiltration,water management,1,1,,A special basin used for infiltration of rainwater into the groundwater.,File:Bassin infiltration.jpeg,,0,0,1,0,,,"basin=detention,basin=infiltration,basin=retention,landuse=basin,natural=water,water=basin",t,approved,Proposal:Basin=infiltration,
en,basin=retention,basin,retention,Tag:basin=retention,,1,1,,"A retention basin catches stormwater and retains it, forming an artificial pond.",File:Trounce Pond.jpg,,0,0,1,0,,,"basin=detention,basin=infiltration,basin=retention,landuse=basin,natural=water,water=basin",t,de facto,,
en,beacon:type=ILS,beacon:type,ILS,Tag:beacon:type=ILS,,1,1,,"Instrument Landing System, used for Glide slope as well as for Localizer transmitters",File:ILS gauge.svg,,1,0,0,0,,"beacon:type=ILS,glideslope=yes,localizer=yes","airmark=beacon,beacon:channel,beacon:code,beacon:frequency,beacon:type=ILS,ele,glideslope=yes,localizer=yes,operator",t,de facto,,
en,bicycle=designated,bicycle,designated,Tag:bicycle=designated,,1,1,,Roads and other objects designated/signed to use for cyclists,File:Trakt pieszorowerowy wzdłuż Warty w Poznaniu przy ulicy Ewangelickiej - kwiecień 2018.jpg,,1,1,1,0,,highway,"bicycle:designated:type,bicycle=designated,bicycle=yes,cycleway:both=lane,foot=designated,foot=yes,highway,highway=cycleway,highway=footway,highway=path,highway=pedestrian,highway=residential,highway=service,segregated=no,segregated=yes,vehicle=private,vehicle=yes",t,de facto,,
en,bicycle=no,bicycle,no,Tag:bicycle=no,restrictions,1,1,,indicates that riding bicycle is not allowed.,File:Bircolage Academy New Orleans No Bicycle sign.JPG,,1,1,1,1,,,"bicycle=dismount,bicycle=no,bicycle_possession=no,bicycle_pushed=no,bridge=boardwalk,bridge=yes,crossing:island=no,crossing=marked,foot=no,highway,highway=crossing,highway=footway,highway=tertiary,surface=concrete,surface=wood",t,de facto,,
en,bicycle=permissive,bicycle,permissive,Tag:bicycle=permissive,,1,1,,"Roads and other objects accessible to cyclists, but not explicitly designated/signed for their use and permission can be revoked at any time.",,,1,1,1,0,,highway,"access=private,bicycle=designated,bicycle=permissive,bicycle=yes,foot=designated,foot=permissive,foot=yes,highway,highway=cycleway,highway=footway,highway=path,highway=pedestrian,highway=service,highway=track,segregated=yes,vehicle=private",t,de facto,,
en,bicycle=private,bicycle,private,Tag:bicycle=private,,1,1,,"indicates that riding bicycle is not allowed for general public, but some narrow group is allowed to do this.",,,1,1,1,1,,,"access,access=private,bicycle=no,bicycle=private,vehicle",t,de facto,,
en,bicycle=use_sidepath,bicycle,use_sidepath,Tag:bicycle=use_sidepath,restrictions,1,1,,Compulsory cycleway aside,File:Radwegschaeden by Karl-Ludwig Poggemann.jpg,,0,1,0,0,,highway,"bicycle:forward=use_sidepath,bicycle=designated,bicycle=no,bicycle=use_sidepath,cycleway:both=separate,cycleway:left=separate,cycleway:right=separate,cycleway=lane,cycleway=separate,cycleway=sidepath,cycleway=track,foot=use_sidepath,highway,highway=cycleway,mofa",t,approved,Proposal:Use sidepath,
en,bicycle=yes,bicycle,yes,Tag:bicycle=yes,,1,1,,"Roads and other objects accessible to cyclists, but not explicitly designated/signed for their use",File:Szewska Kraków street with bicycle IMG 20200625 171731.jpg,,1,1,1,0,,highway,"access=private,bicycle=designated,bicycle=yes,foot=designated,foot=yes,highway,highway=cycleway,highway=footway,highway=path,highway=pedestrian,highway=residential,highway=service,highway=track,segregated=yes,vehicle=private,vehicle=yes",t,de facto,,
en,bicycle_parking=stands,bicycle_parking,stands,Tag:bicycle_parking=stands,bicycles,1,1,,Metal bracket to park bicycles,File:Bike racks at north-west of Westfield - geograph.org.uk - 1041057.jpg,,1,1,1,0,,"capacity,covered,supervised","amenity=bicycle_parking,bicycle_parking=stands,capacity,covered,supervised",t,de facto,,
en,bicycle_parking=wall_loops,bicycle_parking,wall_loops,Tag:bicycle_parking=wall_loops,bicycles,1,1,,Metal bracket for the front wheel for parking bicycles,File:Modern Front-Wheel Bike Stand.jpg,,1,1,1,0,,"capacity,covered,supervised","amenity=bicycle_parking,bicycle_parking=wall_loops,capacity,covered,supervised",t,de facto,,
en,bicycle_parking=wide_stands,bicycle_parking,wide_stands,Tag:bicycle_parking=wide_stands,bicycles,1,1,,Metal bracket to park bicycles,File:Wide stands 1.jpeg,,1,1,1,0,,"capacity,covered,supervised","amenity=bicycle_parking,bicycle_parking=stands,bicycle_parking=wide_stands,capacity,covered,long_stand=yes,stands=wide,supervised",t,de facto,,
en,bicycle_road=yes,bicycle_road,yes,Tag:bicycle_road=yes,cycleways,1,1,,A bicycle road is a road designated for bicycles.,"File:Zeichen 244 - Beginn der Fahrradstraße, StVO 1997.svg",,0,1,0,0,,,"access=no,bicycle=designated,bicycle_road=yes,cyclestreet=yes,foot=yes,highway,highway=cycleway,highway=path,highway=residential,highway=service,highway=unclassified,mofa=designated,moped=designated,overtaking:motor_vehicle=no,priority_road=yes,small_electric_vehicle=designated,small_electric_vehicle=yes,vehicle=destination,vehicle=no,vehicle=yes",t,de facto,,
en,birds_nest=stork,birds_nest,stork,Tag:birds_nest=stork,natural,1,1,,Stork's nest,File:Podlaskie - Zawady - Łaś-Toczyłowo - Ctr - droga - Bociany20110806.jpg,,1,0,0,0,,"natural=birds_nest,nest_platform=no,nest_platform=yes","birds_nest=stork,natural=birds_nest,nest_platform=no,nest_platform=yes,power=pole",t,de facto,,
en,border_type=eez,border_type,eez,Tag:border_type=eez,boundaries,1,1,,Exclusive Economic Zone (EEZ).,,,0,1,0,1,,,,t,approved,Proposal:Maritime borders,
en,boules=lyonnaise,boules,lyonnaise,Tag:boules=lyonnaise,sports,1,1,,Boule lyonnaise is a French form of boules.,File:Diego Verganti in bocciata a Pozzo Strada.jpg,,1,0,1,0,,leisure=pitch,"boules=lyonnaise,leisure=pitch,sport=boules",t,de facto,,
en,boules=petanque,boules,petanque,Tag:boules=petanque,sports,1,1,,Pétanque is a sport from category of boules sports,File:Pétanque being played indoor in Rotterdam..jpg,,1,0,1,0,,leisure=pitch,"boules=petanque,club=sport,leisure=pitch,sport=boules",t,de facto,,
en,boundary=aboriginal_lands,boundary,aboriginal_lands,Tag:boundary=aboriginal_lands,boundaries,1,1,,Boundary of aboriginal/native/indigenous territories and reservations.,File:Entering Hualapai Indian Reservation.jpg,File:Boundary aboriginal lands.png,0,0,1,1,,,"boundary=aboriginal_lands,boundary=protected_area,description=''description of the reserve'',ethnic_group,leisure=nature_reserve,population=''number of people living in the reserve'',protect_class=24,source,type=boundary,type=multipolygon,website=''web site of the reserve'',wikipedia",t,approved,Proposal:Tag:boundary=aboriginal lands,
en,boundary=administrative,boundary,administrative,Tag:boundary=administrative,boundaries,1,1,,An administrative boundary recognised by governments for administrative purposes.,File:NicholasCountySignWV.jpg,,0,1,0,1,,"admin_level,name","admin_level,admin_level=1,admin_level=1 to 11,admin_level=2,admin_level=3 to 11,border_type,boundary=administrative,boundary=maritime,capital,government,left:country,name,place,right:country,waterway=river",t,de facto,,
en,boundary=border_zone,boundary,border_zone,Tag:boundary=border_zone,boundaries,1,1,,Strip of land near the country border where special restrictions on movement apply,File:Wymiana tablic informacyjnych w strefie nadgranicznej (Babia Góra) - crop.jpg,,0,0,1,1,,"access,related_law,source","access,access=no,access=permit,border_zone,boundary=border_zone,landuse=military,name,related_law,source",t,approved,Proposal:Boundary=border_zone,
en,boundary=forest,boundary,forest,Tag:boundary=forest,,1,1,,A mostly wooded area with explicit boundaries,File:20210104 152558.jpg,,0,0,1,1,,"name,operator,ref","boundary,boundary=forest,boundary=forest_compartment,boundary=national_park,boundary=protected_area,landuse=forest,leaf_cycle,leaf_type,leisure,leisure=nature_reserve,name,name:de=Wald von Fontainebleau,name=Einsiedler Wald,name=Forêt communale de Chauffecourt,name=Forêt de Fontainebleau,natural,natural=scree,natural=scrub,natural=water,natural=wood,operator,operator:wikidata,operator:wikidata=Q3260938,operator=Office national des forêts,operator=Staatsbetrieb Sachsenforst,owner,owner:wikidata,owner:wikidata=Q1202,owner:wikidata=Q173695,owner:wikidata=Q223406,owner=Commune de Chauffecourt,owner=Freistaat Sachsen,protect_class,protect_class=2,protection_title,ref,related_law,source,type,type=boundary",t,approved,Proposal:Boundary=forest( compartment) relations (v3),
en,boundary=forest_compartment,boundary,forest_compartment,Tag:boundary=forest_compartment,,1,1,,"A marked subdivision of delimited forest, which is used for planning, management & navigation",File:Compartment.jpg,,0,0,1,1,,ref,"adr_les,barrier=fence,boundary=forest,boundary=forest_compartment,boundary=forestry_compartment,highway=track,historic=boundary_stone,landuse=forest,leaf_cycle,leaf_type,man_made=boundary_marker,man_made=cutline,marker,marker=post,marker=stone,natural,natural=scree,natural=scrub,natural=water,natural=wetland,natural=wood,ref,signpost=forest_compartment",t,approved,Proposal:Boundary=forest( compartment) relations (v3),
en,boundary=hazard,boundary,hazard,Tag:boundary=hazard,boundaries,1,1,,"A designated hazardous area, with a potential source of damage to health, life, property, or any other interest of value",File:LandmineWarningChileTierraDelFuego.jpg,,0,0,1,0,,"name,related_law","boundary=hazard,hazard,military=danger_area,name,related_law",t,approved,Proposal:Hazard,
en,boundary=maritime,boundary,maritime,Tag:boundary=maritime,boundaries,1,1,,"Maritime boundaries under the UN Convention on the Law of the Sea which are not administrative boundaries: the baseline, contiguous zone, and EEZ.",File:Sea boundaries.png,,0,1,0,1,maritime=yes,,"admin_level=2,border_type,border_type=baseline,border_type=contiguous,border_type=eez,border_type=territorial,boundary=administrative,boundary=maritime,maritime=yes,name,natural=coastline,ref,source,source=UNCLOS",t,approved,Proposal:Maritime borders,
en,boundary=national_park,boundary,national_park,Tag:boundary=national_park,places,1,1,,"The boundary of a national park, an area of natural beauty, set aside for conservation and for recreation",File:Llyn Llydaw from Crib Goch 2.jpg,File:National park.png,0,0,1,1,,"iucn_level=II,name,protect_class=2","boundary=administrative,boundary=national_park,boundary=protected_area,iucn_level=II,leisure=nature_reserve,leisure=park,name,name=Snowdonia National Park,protect_class=2",t,de facto,,
en,boundary=political,boundary,political,Tag:boundary=political,boundaries,1,1,,"Political boundary, such as an electoral ward or parliamentary constituency",File:Illinois District 4 2004.png,,0,1,0,1,,political_division,"boundary=administrative,boundary=political,place,political_division",t,de facto,,
en,boundary=protected_area,boundary,protected_area,Tag:boundary=protected_area,boundaries,1,1,,"Used to mark boundaries of protected areas including national parks, wilderness, marine protection areas, heritage sites and other, similar areas.",File:Yatsuhigata 04x4720s.jpg,,0,0,1,1,,"name,official_name","boundary=aboriginal_lands,boundary=forest,boundary=national_park,boundary=protected_area,boundary=water_protection_area,end_date,ethnic_group,governance_type,leisure=nature_reserve,name,official_name,opening_hours,operator,period,protect_class,protect_class=1 to 99,protect_class=1a to 99,protect_class=24,protection_class,protection_object,protection_title,protection_title=...,ref,related_law,site_ownership,start_date,type=boundary,website",t,de facto,Proposal:Park boundary,
en,boundary=special_economic_zone,boundary,special_economic_zone,Tag:boundary=special_economic_zone,boundaries,1,1,,A government-defined area in which the business and trade laws are different.,File:Steung Hav Special Economic Zone.jpg,,0,0,1,0,,"name,related_law","boundary=maritime,boundary=special_economic_zone,name,related_law",t,approved,Proposal:Special economic zone,
en,brand=Deutsche_Post,brand,Deutsche_Post,Tag:brand=Deutsche_Post,,1,1,,brand of Germany's biggest postal service,File:Deutsche Post-Logo.svg,,1,0,1,0,,operator=Deutsche Post AG,"amenity=post_box,amenity=post_office,operator=Deutsche Post AG",t,de facto,,
en,brand=Harley-Davidson,brand,Harley-Davidson,Tag:brand=Harley-Davidson,,1,1,,A motorcycle brand,File:Harley-Davidson sign in Wootton - geograph.org.uk - 1372894.jpg,,1,0,1,0,,"motorcycle:rental,motorcycle:repair,shop=motorcycle","brand,motorcycle:rental,motorcycle:repair,motorcycle:type,name,operator,shop=motorcycle,shop=rental,shop=travel_agency",t,de facto,,
en,brand=Triumph,brand,Triumph,Tag:brand=Triumph,,1,1,,A motorcycle brand,File:2008 Triumph badge.JPG,,1,0,1,0,,"motorcycle:rental,motorcycle:repair,shop=motorcycle","brand,clothes=underwear,motorcycle:rental,motorcycle:repair,name,operator,shop=motorcycle,tourism=hotel",t,de facto,,
en,bridge:movable=bascule,bridge:movable,bascule,Tag:bridge:movable=bascule,,1,1,,Bascule bridge,File:MovableBridge draw.gif,,0,1,0,0,,,"bridge:movable=bascule,bridge:support=pivot_pier,bridge=movable",t,approved,Proposal:Bridge types,
en,bridge:movable=drawbridge,bridge:movable,drawbridge,Tag:bridge:movable=drawbridge,,1,1,,Drawbridge,File:Jembatan Kota Intan drawbridge.jpg,,0,1,0,1,,,"bridge:movable=drawbridge,bridge:support=pivot_pier,bridge=movable,highway,seamark:bridge:category",t,approved,Proposal:Bridge types,
en,bridge:movable=lift,bridge:movable,lift,Tag:bridge:movable=lift,,1,1,,Vertical-lift bridge,File:MovableBridge lift.gif,,0,1,0,1,,,"bridge:movable=lift,bridge=movable,highway",t,approved,Proposal:Bridge types,
en,bridge:movable=retractable,bridge:movable,retractable,Tag:bridge:movable=retractable,,1,1,,A bridge where a segment of roadway can be rolled or slid backwards to open a gap.,File:MovableBridge thrust.gif,,0,1,0,0,,bridge=movable,"bridge:movable,bridge=movable",t,approved,,
en,bridge:movable=swing,bridge:movable,swing,Tag:bridge:movable=swing,,1,1,,Swing bridge,File:MovableBridge swing.gif,,0,1,0,0,,,"bridge:movable=swing,bridge:support=pivot_pier,bridge=movable",t,approved,Proposal:Bridge types,
en,bridge:movable=tilt,bridge:movable,tilt,Tag:bridge:movable=tilt,,1,1,,A tilt bridge is a type of moveable bridge which rotates about fixed endpoints.,File:MovableBridge tilt.gif,,0,1,0,0,,bridge=movable,"bridge:movable,bridge=movable",t,approved,,
en,bridge:movable=transporter,bridge:movable,transporter,Tag:bridge:movable=transporter,,1,1,,A bridge where a segment of roadway or footway is suspended from cables and carried back and forth like a gondola.,File:Trainera Transbordador Vizcaya.jpg,,0,1,0,0,,,"bridge:movable,bridge:movable=transporter,bridge=movable,highway",t,approved,Proposal:Bridge types,
en,bridge:structure=arch,bridge:structure,arch,Tag:bridge:structure=arch,,1,1,,Arch bridge,File:Bogenbrücke Stein.png,,0,1,0,0,,"bridge=yes,layer=1","bridge:structure=arch,bridge=yes,layer=1",t,approved,Proposal:Bridge types,
en,bridge:structure=beam,bridge:structure,beam,Tag:bridge:structure=beam,,1,1,,A bridge that has no additional support between both ends of entire bridge or its section.,File:Puente Nuevo 03.JPG,,0,1,0,1,,"bridge=yes,man_made=bridge","bridge:structure=beam,bridge=yes,man_made=bridge",t,approved,Proposal:Bridge types,
en,bridge:structure=cable-stayed,bridge:structure,cable-stayed,Tag:bridge:structure=cable-stayed,,1,1,,Cable-stayed bridge,File:Schrägseilbrücke-Fächerförmig.png,,0,1,0,0,,"bridge=yes,layer=1","bridge:structure=cable-stayed,bridge:support=pylon,bridge=yes,layer=1",t,approved,Proposal:Bridge types,
en,bridge:structure=floating,bridge:structure,floating,Tag:bridge:structure=floating,,1,1,,Floating bridge or Pontoon bridge,File:Musée Léonard de Vinci Milan 011.jpg,,0,1,0,1,,"bridge=yes,layer=1","bridge:structure=floating,bridge=yes,layer=1",t,approved,Proposal:Bridge types,
en,bridge:structure=suspension,bridge:structure,suspension,Tag:bridge:structure=suspension,,1,1,,Suspension bridge,File:Bridge-suspension.svg,,0,1,0,1,,"bridge=yes,layer=1","bridge:structure=simple-suspension,bridge:structure=suspension,bridge:support=pylon,bridge=yes,layer=1",t,approved,Proposal:Bridge types,
en,bridge:structure=truss,bridge:structure,truss,Tag:bridge:structure=truss,,1,1,,Truss bridge,File:WarrensubThrough Truss1.png,,0,1,0,1,,"bridge=yes,layer=1","bridge:structure=truss,bridge=yes,layer=1",t,approved,Proposal:Bridge types,
en,bridge:support=abutment,bridge:support,abutment,Tag:bridge:support=abutment,bridges,1,1,,A support for one end of a bridge,File:Hillsgrove Covered Bridge abutment.jpg,,1,0,1,0,,,"bridge:support=abutment,bridge:support=pier",t,approved,Proposed features/Bridge types,
en,bridge:support=lift_pier,bridge:support,lift_pier,Tag:bridge:support=lift_pier,bridges,1,1,,A support for a lift bridge over which one of the lift towers stands.,File:Rethe offen.jpg,,1,0,1,0,,,"bridge:movable=lift,bridge:support=lift_pier,bridge=movable,building=service",t,approved,Proposed features/Bridge types,
en,bridge:support=pier,bridge:support,pier,Tag:bridge:support=pier,bridges,1,1,,"An intermediate, upright support beneath a bridge.",File:IMG 3978 bridge piers.jpg,,1,0,1,0,,,"bridge:support=pier,bridge:support=pylon,man_made=pier",t,approved,Proposed features/Bridge types,
en,bridge:support=pivot_pier,bridge:support,pivot_pier,Tag:bridge:support=pivot_pier,bridges,1,1,,A support for a movable bridge,File:Phila PW&B Railroad Bridge11.png,,1,0,1,0,,,"bridge:support=pivot_pier,bridge:support=pylon,building=service",t,approved,Proposed features/Bridge types,
en,bridge=aqueduct,bridge,aqueduct,Tag:bridge=aqueduct,bridges,1,1,,"A bridge which conveys an artificial waterway over a road, valley or waterway.",File:Magdeburg Kanalbrücke aerial view 04.jpg,,0,1,1,0,,,"bridge=aqueduct,ele,historic=aqueduct,layer,layer=1,length,man_made=bridge,name,natural=water,start_date,water=canal,waterway,waterway=canal,wikipedia",t,approved,Proposal:Bridge,
en,bridge=boardwalk,bridge,boardwalk,Tag:bridge=boardwalk,bridges,1,1,,Plank walkway,File:Swampy But Pretty Bog In Fiordland NZ.jpg,,0,1,0,0,,highway,highway,t,approved,Proposal:Bridge types,
en,bridge=cantilever,bridge,cantilever,Tag:bridge=cantilever,,1,1,,Cantilever bridge,File:Auslegerbrücke 2.png,,0,1,0,1,,"highway,railway=rail","bridge:structure=beam,bridge:structure=truss,highway,length,name,railway=rail,start_date,wikipedia",t,approved,Proposal:Bridge types,
en,bridge=covered,bridge,covered,Tag:bridge=covered,,1,1,,Covered bridge,File:Pont couvert (Routhierville).jpg,,0,1,0,1,bridge:structure=truss,"highway,railway=rail","barrier=height_restrictor,bridge,bridge:name,bridge:name=Geeting Bridge,bridge:name=Germantown Covered Bridge,bridge:name=Hune Bridge,bridge:name=Root Road Covered Bridge,bridge:structure=truss,bridge=covered,building=bridge,building=roof,covered=yes,heritage,highway,highway=give_way,highway=stop,lanes,lanes=1,length,man_made=bridge,maxheight,maxheight=9'4"",maxweight,maxweight=15 st,maxweight=5 st,name,name=Geeting Bridge,name=Germantown Covered Bridge,name=Hune Bridge,name=Root Road Covered Bridge,railway,railway=rail,ref:wgcb=33-84-27,ref=13,roof:colour,roof:shape=gabled,start_date,start_date=1870,start_date=1894,surface,wikidata,wikipedia",t,approved,Proposal:Bridge types,
en,bridge=movable,bridge,movable,Tag:bridge=movable,,1,1,,"Movable span of a bridge (draw, bascule, lift...)",File:MovableBridge roll.gif,,0,1,0,0,,bridge:movable,"bridge:movable,bridge=movable",t,approved,Proposal:Bridge types,
en,bridge=trestle,bridge,trestle,Tag:bridge=trestle,,1,1,,Trestle,File:Trestle bridge.png,,0,1,0,1,,"highway,railway=rail","highway,length,name,railway=rail,ruins=yes,start_date,wikipedia",t,approved,Proposal:Bridge types,
en,bridge=viaduct,bridge,viaduct,Tag:bridge=viaduct,bridges,1,1,,"A long rail, road, or other bridge made up of many short spans.",File:Viadukt2.png,,0,1,1,1,,"highway,railway=rail","highway,length,name,railway=rail,ruins=yes,start_date,wikipedia",t,approved,Proposal:Bridge types,
en,building=allotment_house,building,allotment_house,Tag:building=allotment_house,,1,1,,A small outbuilding for short visits in a allotment garden,File:Schrebergarten.jpg,,1,0,1,0,,,"allotments=plot,building=bungalow,building=cabin,building=garden_house,building=hut,building=shed,building=summer_cottage,building=summer_house,landuse=allotments",t,de facto,,
en,building=apartments,building,apartments,Tag:building=apartments,buildings,1,1,,"A building arranged into individual dwellings, often on separate floors. May also have retail outlets on the ground floor.",File:Apartment Building.JPG,,1,0,1,0,,,"addr:flats,addr:housename,addr:housenumber,addr:interpolation,addr:street,building:flats,building:levels,building:material,building:part,building:use=apartments,building:use=residential,building=church,building=industrial,building=maltings,building=pub,building=terrace,entrance=main,office=property_management",t,de facto,,
en,building=bakehouse,building,bakehouse,Tag:building=bakehouse,,1,1,,Building for baking bread.,File:Backhaus-amstetten-dorf.jpg,,1,0,1,0,,"amenity=baking_oven,operator,oven=wood_fired","abandoned=baking_oven,abandoned=wood_fired,amenity=baking_oven,building=bakehouse,disused=baking_oven,disused=wood_fired,man_made=kiln,opening_hours=Sa 14:00-18:00; Su-Fr,PH off,operator,operator=Municipality of Anchorage,oven,oven=no,oven=wood_fired,shop=bakery",t,approved,Proposal:Amenity=baking_oven,
en,building=barn,building,barn,Tag:building=barn,buildings,1,1,,An agricultural building that can be used for storage and as a covered workplace.,File:EJFrykBarn.jpg,,1,0,1,0,,landuse=farmyard,"building,building:use=barn,building=barn,building=cowshed,building=farm_auxiliary,building=goat_shed,building=livestock,building=stable,building=sty,landuse=farmland,landuse=farmyard",t,de facto,,
en,building=boathouse,building,boathouse,Tag:building=boathouse,,1,1,,A building for storing boats,"File:Boathouse at Camp Wild Air, Upper St Regis Lake, NY.jpg",,1,0,1,0,,,"amenity=boat_storage,building=houseboat",t,de facto,,
en,building=bungalow,building,bungalow,Tag:building=bungalow,,1,1,,"Simple single-storey flat house, bungalow, holiday cottage",File:Bungalow2.jpg,,1,0,1,0,,,"building:levels=1,building=cabin,building=detached,building=house,house=bungalow,tourism=chalet",t,de facto,,
en,building=bunker,building,bunker,Tag:building=bunker,,1,1,,A hardened military building.,"File:Slavonický les, bunkr 01.jpg",,1,0,1,0,,military=bunker,"building=bunker,bunker_type,military=bunker",t,de facto,,
en,building=cabin,building,cabin,Tag:building=cabin,,1,1,,"A small, roughly built house typically found in rural areas.",File:Koch Cabin.JPG,,1,0,1,0,,,"amenity=shelter,building=barn,building=beach_hut,building=hut,building=shed,tourism=alpine_hut,tourism=chalet,tourism=wilderness_hut",t,de facto,,
en,building=cathedral,building,cathedral,Tag:building=cathedral,buildings,1,1,,A building that was built as a cathedral,"File:Saint Vitus Cathedral in Prague, Czech Republic.jpg",,1,0,1,0,,"amenity=place_of_worship,denomination,name,religion","amenity=place_of_worship,building:architecture,building=cathedral,building=chapel,building=church,denomination,name,opening_hours,religion,religion=christian,website,wheelchair",t,de facto,,
en,building=chapel,building,chapel,Tag:building=chapel,buildings,1,1,,Building built as chapel,File:Andachtskapelle des Moorbad Gmös.jpg,,1,0,1,0,,"amenity=place_of_worship,denomination,religion=christian","amenity=place_of_worship,building=chapel,building=church,denomination,historic=wayside_cross,historic=wayside_shrine,name,religion=christian",t,de facto,,
en,building=church,building,church,Tag:building=church,buildings,1,1,,A building that was built as a church.,File:Heinävesi Church 5.jpg,File:Area building=yes.png,1,0,1,0,,"amenity=place_of_worship,denomination,name,religion","amenity=place_of_worship,building,building:architecture,building:use,building=cathedral,building=chapel,building=church,building=mosque,denomination,landuse=religious,man_made=tower,name,opening_hours,religion,tower:type=bell_tower,website,wheelchair",t,de facto,,
en,building=college,building,college,Tag:building=college,,1,1,,A building constructed to house a college.,File:(1)Hornsby TAFE.jpg,,1,0,1,0,,"addr,name","addr,amenity=college,building=kindergarten,building=school,building=university,name",t,de facto,,
en,building=commercial,building,commercial,Tag:building=commercial,buildings,1,1,,A building constructed for non-specific commercial activities to take place there.,File:Buildingoffices.png,,1,0,1,0,,"landuse=commercial,office","building=kiosk,building=office,building=retail,building=supermarket,landuse=commercial,office",t,de facto,,
en,building=construction,building,construction,Tag:building=construction,lifecycle,1,1,,A building under construction,File:Altitude Montreal Under Construction.jpg,,1,0,1,0,,construction,"building=apartments,building=construction,check_date,construction,construction:building,construction=apartments,landuse=construction,man_made=foundation,opening_date",t,de facto,,
